dialogue,emotion
 The neighbourhood is nice too . There is a park nearby . ,joy
" Yes , and there are many houses nearby . I like it that the neighbourhood isn ’ t full of apartment blocks . ",joy
 The building is quite new and well constructed . I ’ m happy with the fittings too . ,joy
" Yes , everything has been well designed . ",joy
" Yes , thank you . ",joy
 Wait a minute . I am really sorry but I can't find it now . ,sadness
 Thank you . Now if you'll just give me a credit card . ,joy
 Thank you . ,joy
 Ok . Look ! It ’ s just near your foot . ,other
" Oh , very good . ",joy
 Good . How about you ? ,joy
" Not bad , thanks for asking . ",joy
 That's smart thinking . ,joy
I can't believe the way our landlord cheated us . ,other
" No , sir . I'm afraid not . ",sadness
" I'm sorry sir , this flight has been cancelled due to some mechanical problems . ",sadness
 Cancelled ! So what am I supposed to do now ? ,other
 Thank you for your understanding sir . I will book your flight now . ,joy
 There are a lot of papers ! ,other
" Oh , that's a good idea . Perhaps I should have a try . ",joy
" Thanks for coming , it was a real blessed . ",joy
 Get out of it ! It wasn't as good as you think . ,anger
"Wow , the ferris wheel over there is so big . I'd like to take a ride on it . ",joy
" Maybe . Oh , I see the Jungle Flying Train . I once rode it . It was very exciting . ",joy
" Wow , that's my favorite . It's like a superman shooting right up into the sky . ",joy
" Good , you can make your dream come true here . ",joy
 Bingo ! ,joy
 It's just you ! ,joy
" That may be true , but I'm sure you enjoyed your sandwich . ",joy
" Oh ... wow . That ’ s really pretty.Jess would love that . But ... I was thinking of something a little more delicate , perhaps a necklace ? ",joy
" Well sir , I believe your fifth anniversary is a great time to propose ! ",joy
" Okay , I ’ Ve decided . I ’ m going to pop the question ! ",joy
 Fabulous ! We should look at engagement rings then ! Now that ’ s a whole other section . ,joy
 So coincidental . Actually we can exchange some information on this problem . ,joy
Cheers ! Let ’ s tie one on . ,joy
" Right , drink as much as you can . ",joy
 Thank you very much . ,joy
I swear I will never shop at a street market in China . It's a terrible place full of excellent profiteers ! You have to keep an eye whenever it comes to paying for something . ,anger
" yes . Last Sunday I went to a nearby market . It was on open-air fair . I chanced upon this bag and bought it on the spot , without even trying to strike a bargain . I paid one hundred and twenty . And just now I was told by my Chinese colleagues I bought it overpriced . I could have talked my way to thirty . ",anger
 but don't you think it annoying to overcharge the customers by such a handsome margin ? ,anger
 Let me go to the back and get them . I'll be right back . ,joy
"Hey , Mr Brown . How are you ? Look at that smile on your face ! ",joy
" Recently it's been pretty good , actually . ",joy
" That's what we like to hear , a profitable business . ",joy
" Well , yes . Thanks , there's no trouble at the moment . ",joy
"That was a really good meal , Gordon . ",joy
 Great . Bye . ,joy
 Bye . ,joy
" Well , I hate to disturb you , but I really can't stand it any more . Can you change my room for me ? It's too noisy . I was woken up several times by the noise the baggage elevator made . It was too much for me . ",anger
 OK . Thank you . ,joy
 You're welcome . I hope you'll be more comfortable in your new room . ,joy
" That'll be $ 4 . 25 ... ( The customer gives her a 5 dollar bill . ) ... out of five . Here is your change , sir . Have a nice day . ",joy
 Thank you very much . ,joy
 Thank you ! I am glad to hear that . When would it be convenient for me to start working ? ,joy
 I appreciate the offer . I will come on time next Monday . See you then ! ,joy
 You ’ re a liar ! ,anger
 That ’ s the dumbest thing that I ’ Ve ever heard . ,sadness
 That ’ s fantastic ! You really got me there . ,joy
 My Willie ? Why has he suddenly become my Willie ? ,other
" Hmm , that is bad . ",sadness
 I love all the fashionable things . But my favorite brand is Chanel . ,joy
 Yeah . Each style is specially designed by world's top designers . So they can always make you look amazing . ,joy
" Yeah , very tasteful . And with them , you look even more fashionable . Oh , there are so many French perfumers . Oops , perfumes for guys ? So strange ! ",other
" Oh , really , that's really something new . I'm afraid not everyone can accept it . ",other
" Yes , that ’ s all right . Thank you very much . ",joy
 All right . Thank you very much . ,joy
 Not at all . ,joy
" OK . Wait for a moment , please . I'll be back in a moment with the dishes . ",joy
 OK . Thank you . ,joy
 Not so well . I've come down with the flu . ,sadness
 I ’ m sorry to hear that.Take care of yourself . ,sadness
 Why ? You can't be always so lazy . ,anger
" OK . I promise . Thank you , Mom . ",joy
 Nobody told you what happened ? ,other
 Are you kidding ? ,other
 That's great to hear . ,joy
" Oh , he's my uncle.Come to my house at seven this evening . I'll introduce you to him . ",joy
 Thank you very much . ,joy
 That would be great ! How about 2:30 ? ,joy
I beg your pardon for being late . ,sadness
" So sorry , I don't mean to be . ",sadness
 Wonderful . Thanks very much . ,joy
 I want to file a complaint . ,anger
 A man robbed me today . ,anger
 You should know that already . ,other
 Really ? I will take it . ,joy
 Good luck ! I ’ Ve heard it ’ s very difficult to get a visa to go to the united states . ,joy
that was a great dinner . I didn't know that you knew how yo cook . ,other
 I'm glad you liked it . Are you ready for dessert ? ,joy
" ooh , that's my favorite . Maybe I'll have a small slice . ",joy
 Great . Would you like coffee or tea with that ? ,joy
" skim , please . That'd be very nice . Thanks ... oh no . Janna , I'm so sorry , but I've got to go . ",other
 what happened ? ,other
 I will . Thanks a lot . ,joy
" I'm sorry to say "" No . "" ",sadness
 No . I'm afraid the price is too low . ,sadness
" Oh dear . Well , if it has to be done , then it has to be done . ",sadness
 That will be fine . We ’ ll have your meals ready when you arrive . Thank you for your order . ,joy
 I have just got lost with my friends . Would you please help me find them ? ,sadness
 That ’ s fabulous . Thank you very much . ,joy
" Yeah , and I love your cooking . ",joy
 You're being serious ? ,other
 Thank you . I'm going to bed . ,joy
 OK . Thank you a lot . ,joy
 I think that would be perfect . ,joy
 She's going to be so happy . Let me have one . ,joy
 You've made a good decision . How would you like to pay ? ,joy
 You've been so helpful . Thank you . ,joy
" Have a nice day , and thank you for shopping here . ",joy
 It's very nice of you . ,joy
That was really a nightmare ! ,other
 I was stuck between 15th and 16th floors in the elevator . ,other
" Oh , really ? I know that telephone signal must have been shielded in the elevator shaft , so what did you do then ? ",other
 I pressed the emergency button ! And then I stayed in the elevator waiting for the rescue . ,other
 I'm afraid I can't . ,sadness
 How dare you question my statement ! ,anger
" I know , but I am really sick . ",sadness
" I understand , sir . I ’ ll bring a doctor ’ s note in tomorrow . I am sorry , Mr . Thomas ",sadness
 Hopeful ! Thank you . ,joy
Guess what ! I know something you don't know ! ,other
 Not anymore ! Can you believe it ? They've decided that Pluto is not a planet anymore ! ,other
 Thanks for being so understanding . ,joy
" Good idea . I'll get some , too . ",joy
 I am sorry . Mr . Doff is out right now . ,sadness
" Kristy , that's wonderful ! Thanks so much for contacting me personally . ",joy
" Okay , they'll be ready for you in an hour . ",joy
 I'm glad you saw the reason . ,joy
 Are you serious ? ,other
 Sorry . ,sadness
 Good . I think you'll make a good cashier . ,joy
 Thank you . ,joy
 I am glad you like it . ,joy
"Doctor , my child is nine years old , and I recently found that he was constantly telling lies about how he is doing at school . ",sadness
" Wow , this is nice ! Ok , sign me up for both publications . ",joy
it ’ s so great to be here ! I ’ m so excited to help you and my daughter with your new home ! ,joy
 we ’ re glad that you ’ re here . Would you like a tour of the house ? ,joy
" that would be lovely , thanks . ",joy
" that ’ s very nice of you to offer . Here ’ s your tea . Be careful , it ’ s still quite hot . ",joy
 I'll go take a look . Thanks for your help . ,joy
 You're welcome . ,joy
" OK , I see . Thank you very much . ",joy
 You are welcome . Hope you can find it soon . ,joy
 Looks good . ,joy
" Okay , let me brush you off . Thank you very much for coming . ",joy
 Thank you . ,joy
 That ’ s wonderful . Thank you . ,joy
Wish you have a blast . ,joy
 Thank you . See you . ,joy
" Come on , you sound like my Mom.Look at it , it's beautiful ! ",joy
" All right . How about this black skirt ? It can be worn for anything---a party , a job interview and even a funeral ! ",joy
" Oh ! Hey , look , that's the same shirt Britney wore in her concert . ",joy
" Exactly ! Oh , my god ! I love Britney ! I'm going to get it . ",joy
" He's in the third grade Sam ! You see under each subject that he is being taught in school , he receives a mark from one to three . A one means his achievement or work is excellent . Here in Science for example he got a two , which means its satisfactory . ",other
"Good morning.So this is the first day for you to work here , I hope you'll like your job . ",joy
" Good morning , Ms.Wilson . I've got a lot to learn from you . I think I'll enjoy working with you . ",joy
 I ’ m on it ! ,joy
 Apple pie is my favorite . ,joy
 I love apple pie too . ,joy
 Whoa ! Who said you got the job ? ,other
" Certainly . As you can see , we have several three-piece suites on sale . Feel free to sit down and test how comfortable they are . ",joy
 Ok . I like the design of this lamps . I also need some cushion covers . I ’ ll just browse through those ones over there . ,joy
" I'm sorry , I'm very tired . I'm going to bed early . I didn't have good time , and I don't really want to see you again . ",other
 What are you talking about ? We had a great time . We laughed and talked all night last time . ,other
 It was hardly all night . And I recall it was you doing all the laughing at your own jokes . ,other
 That's not fair . We had fun . Give me a second chance . Can we meet tomorrow night for drinks at the pub ? ,sadness
" No , I ' m sorry . I'm going to meet some friends tomorrow evening . And I ' m too tired now . I have to go to sleep . Goodbye . ",other
 But Anne ... ,sadness
"Stupid girl , making me spend so much money , now I have to get it from the ATM ... ",anger
" I know where to put my card ! Stupid machine , talking to me like I ’ m an idiot ... ",anger
" Yeah , yeah , I know what I selected . Just give me my money ! ",anger
" No , no ! Stupid machine , what are you doing ! No ! ",anger
 That blouse is absolutely wonderful on you . ,joy
 That would be a good idea . ,joy
 Thanks . ,joy
" Actually , I could use some help . Thank you so much . ",joy
" that would be great . I really only want to taste real Chinese food , not just the food that foreigners like to eat ! ",joy
" if you haven't tried Beijing duck yet , I'd like to treat you to a meal at a famous duck restaurant near Qianmen . It would be a pity if you left without tasting it ! ",joy
 It is beautiful . ,joy
" Well , I ’ m glad that everything else is to your liking . ",joy
 I honestly love it . ,joy
 Okay . Thanks . ,joy
 Thank you . I'm glad that wasn't too much of a bother . ,joy
 It's a pleasure . ,joy
 Thanks for noticing . ,joy
 That's amazing . What tips did your trainer give you ? ,joy
 Thanks for the advice . ,joy
 No problem . ,joy
 That sounds like a good idea . Where should I go to eat that ? ,joy
"Mom , look ! My first piggy bank and it still has money in it ! ",other
" Who knows , maybe one day he will sit on the desk of a top CEO in a major corporation ! ",joy
 Sure ! How about we go home and prepare a couple of sandwiches ? ,joy
" All you ever do is have unhealthy fast food Pizza , fries , burgers and hot dogs ! You have to start eating better ! ",anger
 Yeah right ! I ’ m serious ! You should also cut down on your sugar intake as well . You drink carbonated drinks that are high in fructose syrup ! It ’ s really not healthy ! ,anger
 It looks nice . How much is it ? ,joy
" OK , I'll take it . Here's the money . ",joy
 Thank you very much . ,joy
Congratulations on the new house ! ,joy
 Thanks ! We love it . ,joy
" Thank you , Mrs Smith . It is really a pleasure talking with you . ",joy
 The same for me . We'll keep in touch with you . ,joy
 I'll get them back right away . ,joy
My goodness ! My silk dress is shrunk . How did you wash it ? ,other
 I'm so sorry . I have no idea of it . I washed silk dress the first time . I'll buy a new one for you or I'll give you money . ,sadness
 It's very nice of you . I'll try my best to do my job well . ,joy
 I love Japan a lot . ,joy
 I am glad to hear that . ,joy
" Thank you , I ’ ll pay next then . ",joy
" Oh , I must be going now ; it was nice talking with you . ",joy
 No kidding ! We have only 5 bottles of beer . ,other
 I think this suit fits perfectly . ,joy
" Yes , I think so . The suit matches the trousers . ",joy
" Would you , please ? Thank you . ",joy
 Wow ! I can't wait to change into my trunks ! ,joy
Thank you . You do me a big favor . ,joy
 That was a cake walk.It ’ s nothing to speak of . ,joy
 Mom ! That is so unfair ! ,anger
 What ! For being a couple of hours late ? You have to be kidding ! ,other
 I don ’ t want to hear it ! Now go to your room ! ,anger
 Look who you get to sit next to--Tim from purchasing ! ,other
 Www ! That weirdo ? ! He really gives me the creeps ! ,other
 I can't wait until we get our year-end bonus ! ,joy
" Me , either ! Who decides how much money we get ? ",joy
" Well , I love it . The room is special and clean with big windows and a lot of sunshine . There are plants along the corridor . Especially , I got my own desk with computer and telephone . Such a great place ! ",joy
"Ok , let ’ s go through this one more time . I don ’ t want anymore ruined or dyed blouses ! ",anger
 Cool . Then I can just throw everything in the dryer for an hour and it ’ s all set right ? ,joy
Why am I being arrested ? ,anger
 I don't have a warrant . ,anger
 I don't know what a bench warrant is . ,anger
 I was never told to go to court . ,anger
 This isn't fair . ,anger
 What about my rights ? ,anger
" No , I don't have any plans to go to a formal dance any time soon , but I love the way it looks . I just want to try it on ! What do you think about this ? It's casual , yet sophisticated . ",joy
 That's a good idea . You have a lot of good fashion sense . ,joy
" Thanks . You'd be OK on your own . There are loads of fashion victims out there , and you are not one of them . Have you tried it on yet ? ",joy
 That looks great . Just one more thing-you need some high heels with those jeans . Do you want a pair with a plain pattern or ones with a leopard print on them ? ,joy
" The leopard print sounds fabulous . OK , I'll take it . ",joy
 Thank you . ,joy
" Good , I am sure it will work if you can persist . ",joy
 Sounds good ! ,joy
" Well , thank you very much . ",joy
" I really can't work overtime . Because my husband has been ill recently , I must take care of him . ",sadness
The dinner is really rich . ,joy
" OK . Good night , Mr . Smith , Have a good sleep . ",joy
 Good night . ,joy
 Not at all . I ’ ll be glad to do it . ,joy
 Thank you very much . ,joy
 Thanks . ,joy
 Here you are . Thank you and goodbye . ,joy
" You are welcome , sir . Good-bye . ",joy
" Fine , Mr . Grant . Thanks for your time . ",joy
 Out ? What do you mean out ? ,other
 Ten percent ! Now that ’ s hefty ! ,other
" Excellent . As soon as we landed , we boarded a bus to Disneyland . I love Mickey Mouse . Janet and I spent the entire first day going on all of the rides . ",joy
" Oh , lilies of the valley . No , I am sorry . We are all out of them right now . ",sadness
" As many as you like , sir . They are beautiful , aren't they ? ",joy
" Yes , they are . ",joy
 Thank you ! I lived there when I came to Beijing last time . It's comfortable and beautiful . ,joy
 Thank you ! I will . When and where will the dinner be ? ,joy
" Oh , that's nice . Thank you for arranging all of this . ",joy
 I'm sure I'll enjoy seeing them.and will have more information of your city industry.what is more ? I'd like to visit if it is possible.the famous Goumi street in the city . ,joy
 I am sure I'll enjoy some real chinese food then . ,joy
 I told you to hurry up a thousand times . You just put a deaf ear to it . ,anger
 It's all your fault ! Now we can't get in shopping . ,anger
 That sounds like a good idea ! ,joy
 Are you serious ? ,other
 I don ’ t know anything about the bills or laws they ’ re trying to pass . ,other
 Nobody told me that before . ,other
 I ’ m so glad you told me that . ,joy
 I like the color . ,joy
 I'm afraid he is not in at the moment . ,sadness
 Thank you . Bye-bye ! ,joy
" You're welcome , bye ! ",joy
" Yes , sir . We are looking forward to your coming . ",joy
 That ’ s great . How much is it ? ,joy
 That ’ s fine . ,joy
 Alright . thanks . ,joy
" Oh , boy . His wife can ’ t be happy about that . ",other
" Tom , this deal promises big returns for both sides . Let's hope it's the beginning of a long and prosperous relationship . ",joy
 Certainly.How do you like to have it made ? ,joy
 Ok then . See you next weekend . ,joy
 That sounds great . I'll have that one then . ,joy
 Thank you for meeting me here . ,joy
 I enjoy having your daughter in my class . ,joy
 I'm glad to hear it . ,joy
 She is a great addition to my class . ,joy
" She is always behaving herself , and she's so smart . ",joy
 I am so happy that she's doing okay . ,joy
 I'm more than happy having her in my class . ,joy
 Sounds pretty good . How much do you charge ? ,joy
" OK , I'll take it . ",joy
 Really ? That's wonderful ! ,joy
 Thank you for your warning . ,joy
 Not at all . ,joy
" Oh , my god . If this flight is late . I will for Sydney.What can I do now ? ",sadness
" Ah yes , that is a great refrigerator . ",joy
 Wow ! You're right ! This refrigerator is great . I'll take it . ,joy
" Wow , that would be very convenient . How much is the rent ? ",joy
 That definitely sounds like a steal . I think that is a very trendy neighborhood as well . ,joy
 Thank you . ,joy
 Great . I have long been looking forward to there . ,joy
 I can't help shopping there . ,joy
"Honey , please forgive me . There is lots of work to do . So , I forget your birthday . ",sadness
Why are you arresting me ? ,anger
 What kind of warrant ? ,anger
 What is that ? ,anger
 I never went to court . ,anger
 This is unfair . ,anger
" I have rights , don't I ? ",anger
I've got a headache and sore throat . ,sadness
 I ’ m a bit upset about this year ’ s bonus . I was really expecting a little more . Are there any problems with my work ? ,sadness
 Thank you very much . ,joy
 You are welcome . ,joy
 Terrific ! Then how should I apply for ? ,joy
 It sounds good . ,joy
 Really ? Let me have a try . ,joy
" Thank you . Just a moment , please . ",joy
 Thank god ! A car's leaving . It's my turn ! ,joy
" I'd like to make a deposit please , into my granddaughter's account . It's her birthday on Friday . ",joy
 What a thoughtful granddad ! Do you have her account details with you ? ,joy
" Not just a thoughtful granddad , but a generous one too . ",joy
 It's an important birthday . ,joy
 I'm afraid it is . So you will have to pay two yuan extra . The total charge is four yuan . ,sadness
 Thank you . ,joy
 Not at all . ,joy
" Good heavens , am I really ? I'm so sorry , I didn't notice . ",sadness
" I'm sorry , sir , but I'll have to give you a ticket . ",sadness
 Thank you . ,joy
 I am sorry to tell you that I have lost the opportunity . ,sadness
 Why ? You are so excellent . I think you are the most suitable person for the job . ,other
 What ? Then what did you do ? ,other
 What ? You can ’ t be serious ! ,other
 That ’ s horrible . ,other
 Are you serious this time ? That ’ s wonderful news . ,joy
 Thank you . How much is it ? ,joy
 Thank you . Sir ,joy
" You're welcome , Goodbye ! ",joy
 I'll appreciate it if it could be arranged . ,joy
 Thank you for all your help . ,joy
 Good idea . Let's go . Where should we go ? ,joy
" That's great ! That was quick , after it not being there yesterday I wasn't expecting to hear from you for a while . ",joy
" If you could , please . That would be wonderful , thanks . ",joy
 That's good . I will take it . ,joy
 You flatter me . ,joy
 I am really sorry . ,sadness
 That's terrific.Thank you . ,joy
" Oh , really ? ",other
" Good ? Yes , it's good for her but not for me . You see , she tells me that I'll feel better about myself if I slim down . She keeps giving me newspaper clippings about the latest miracle diet and insists that I join a health club , as she has . ",other
 So you don't think you are fat and need to lose weight ? ,other
 Really ? You were so happy then . ,other
 The park is so beautiful . It is a good thing I have taken the camera . ,joy
 great . i am your lucky fellow then . ,joy
 Good . Let's shake hands on this successful transaction . ,joy
 I'm terribly sorry . You know we are so busy today and we forget to sew the button back on . Please wait a moment . It will be ready soon . ,sadness
" Well , oh my God , there is another problem , I'm afraid . There is still a stain on the shirt . ",other
" It doesn't seem like that . Sorry , sir , we've tried everything , but we're not able to get it off the shirt . It was from the sugar I think . ",sadness
 I am awfully sorry . Please tell us about the stains before the dry-cleaning next time . ,sadness
 Thanks a lot . ,joy
 Hope to see you again . We will provide the best service . ,joy
 With pleasure . Get in . ,joy
 Thanks a lot ! ,joy
" Well , well , Mike.Fancy meeting you here . ",joy
" Small world , isn't it ? ",joy
" Yes , I haven't seen you for four years.How time flies ! ",joy
 Thank you . ,joy
 What do you mean ? ,other
 Why ? ,other
 Because the board said 60 pesos for every Taiwan dollar . ,other
 Just two days ago it was 35 . How can it be 60 ? ,other
 That's amazing ! Really ? How could it change so much in two days ? ,other
My stomach's growling again ! ,anger
 This all looks good ! I think we know what we want . ,joy
 We are always happy to adjust our cooking to meet your needs . ,joy
 Great ! You ’ Ve got a deal ! ,joy
 That's the last time I'm trusting you with the transportation . ,sadness
 They arrested me without probable cause . ,anger
 They had no reason for arresting me . ,anger
 I want justice . ,anger
" Have a nice day , Ma ’ am . ",joy
" Well . Don't worry about it , I will be happy to share the taxi with you . ",joy
" Oh , dear . How can I wait for such a long time ? ",other
 I wish you luck . ,joy
 Thanks a lot . ,joy
 That ’ s what I was thinking . I ’ ll have them there by Thursday . ,joy
 Good news . Thanks for getting things done so quickly . ,joy
"Great . My favorite-soup , soup , soup ... ",joy
What a nice garden ! Look at these tulips ! ,joy
" I am sorry , it's out of stock right now . ",sadness
 Yeah.What a surprise ! ,other
"Johnny , I want to thank you . ",joy
" Oh , Johnny , that stuff was dollar store junk . No , I want to thank you for keeping Grandma busy . ",joy
" I know , and normally she's trying to tell me how to clean my house . So , thank you . ",joy
" Not only that , but I'm going to buy you that video game after all ! ",joy
 Not in a million years ! ,sadness
 Not at all . ,joy
 Someone just robbed me . ,joy
 This guy just robbed me right on the street . ,joy
 I'm okay . He just stole my things . ,joy
 No problem . See you this afternoon . ,joy
 Thank you . ,joy
 It's great ! Will it be hard to care for ? ,joy
 By all means . ,joy
 Thank you . ,joy
 You're welcome . ,joy
"Wow , what a cool car ! The styling of this car really appeals to me . ",joy
 Hum ... OK . I will take it . ,joy
" Yeah , that ’ s a good idea , and you like to cook . What about the books ? ",joy
 All right . That sounds fair . ,joy
The time has come to say goodbye . ,sadness
 It certainly has been a pleasure seeing you again and renewing old memories . ,joy
 I've had a delightful time and I really appreciate your spending so much time showing me the sights . ,joy
" Oh , yes . I should be there sometime next spring . ",joy
 I'll be expecting you then . ,joy
" OK , I'd like to try it today . ",joy
 Here is your receipt.Thank you . ,joy
" OK , thank you . ",joy
 That'd be nice . ,joy
" Oh , you are so efficient . I thought you might give it to me tomorrow . Thanks . ",joy
 Sounds not bad ! Better performance isn ’ t just about doing a lot more . It is about focusing on the right things to do . ,joy
" Thanks , Mary . You ’ re a real pal . I ’ ll call now to set up an interview . ",joy
 That would be great . ,joy
 All right . Thanks . ,joy
"Mom , Dad ! Can you come to my room ? I think there is something under my bed ! ",other
That's great ! We made 20 minutes earlier . ,joy
" Good thing , we took a taxi . ",joy
" Mom , you are the best ! ",joy
 How depressed ! ,anger
" No , I'm fine . Thanks . ",joy
 Enjoy your stay . ,joy
 How did you do that ? ,other
 I ’ m fine . Thank you . ,joy
" Although I am a little shocked , I can deal with it pretty well . I didn't perform as well as I should have in the interview . ",sadness
 We appreciate hearing that about you ! ,joy
" I'm sorry , but you see , all the tables by the window are small , with up to 4 seats . ",sadness
" Thank you for your understanding , Mr . Tim . ",joy
" Thanks , dear . ",joy
 No kidding ! Then how do you know the bag's real ? ,other
 It was around 1 thirty in the morning . I guess I didn ’ t fall asleep till 3 because those numbers were involving in my mind . I just couldn ’ t stop thinking about them . ,sadness
 Working at weekend is something I hate to do most . ,sadness
 Just look ! In six short weeks I've put on 30 pounds of pure muscle . ,anger
" What ? Man , you don't know how to write a project report ? That's sounds a little bit ridiculous . ",other
" Don't laugh at me , please . I'm serious . I've never been required to write this kind of report before , I only do the research reports . ",sadness
 Really ? ,other
 I can't believe it . ,other
 What ? You're kidding ! Let me see that ... There must be some mistakes . ,other
" Oh , it's a pity . ",sadness
 Good luck ! ,joy
 Bye ! I'll be back before seven . ,joy
"oh , the clothes here are so expensive ! No wonder there are few people . ",other
" come on , you sound like my Mom.Look at that , it's beautiful ! ",joy
" all right . How about this black shirt ? It can be worn for anything---a party , a job interview and even a funeral ! ",joy
" oh ! Hey , look , that's the same shirt Britney wore in her concert . ",joy
" exactly ! Oh , my god ! I love Britney ! I'm going to get it . ",joy
 Aren't you crazy ? ,other
 We can discuss them detailedly over the meeting and choose the best way to promote our key products . ,joy
 It seems you've got everything done . Now I can finally stop worrying about it and get back to work . ,joy
 Why are you so bitter ? No one tells worse joke than you . ,anger
 I really love this kind of atmosphere . ,joy
" Sorry , I don't have any sugar . ",sadness
" Oh , really ? That sounds interesting , what kinds of book do you publish ? ",other
 OK . Here you are . ,joy
 great . Shall I meet you there around 7:45 tomorrow night ? ,joy
 sounds good . I'll see you then ! ,joy
" Thank you . I think I'll take this one , and these pants as well . They're presents for a friend . ",joy
" Yes , please . ",joy
 I'd better see you there . ,joy
 All right . I'll see you next time . ,joy
" Fine , well the job search tools are all here for you to use . Feel free to look around and use what works best for you . Have fun with it ! ",joy
 Yes . Thank you . ,joy
 Really ? That is amazing . ,other
 Now I know that something bad is up ! ,other
" Yes , we have a very pleasant time . Thank you for being so nice for us . ",joy
" No , thanks . You've done a lot for us . Thank you for everything . ",joy
" Don't mention it . Oh , This is a small gift for you . ",joy
 Oh ! Thank you ! It's very kind of you . ,joy
 It ’ s nice . I arrived safely . ,joy
 The weather is gorgeous here . ,joy
 That ’ s good . Take good care of yourself . ,joy
" I will . Thank you , Dad . ",joy
" I love you , Troy . ",joy
" I love you , too , Dad . Bye . ",joy
Why am I being charged $ 10 for a movie that I never ordered ? ,anger
 You can't do that ! You can't charge me for a mistake that you made ! ,anger
" Well , now I've seen it all ! What a rip-off this place is ! ",anger
" I'm afraid not , unless you want a night flight . ",sadness
 I hope so . Thank you . ,joy
" Oh , great ! That's at the other end of the terminal ! ",other
 No problem . That ’ s one dollar extra . ,joy
 Thanks very much . There ’ s thirteen dollars . ,joy
 There ’ s you receipt . Goodbye . ,joy
 Thank you . ,joy
"Hey , Ann , I am really sorry about last night . I shouldn't have said those things to you . ",sadness
 thanks for understanding . ,joy
 Like that Rastafarian over there ? You mean dreadlocks ? You crazy ! That'll take way too long . ,other
 Good . Let's take a look ! ,joy
" Oh yes , I've heard of that one . Everyone I've spoken with says that it is great ! ",joy
 I think that that would be a really good choice ! Let's call and make a reservation . ,joy
" Oh , that's great ! Thank you . ",joy
 Thanks a lot . ,joy
" But what ? You always act like this , when you face difficulties . ",anger
 It look fine.Can I try it on ? ,joy
"Oh , my goodness . The traffic is crawling . ",anger
" Oh my gosh , that one says Temple City . ",other
" That's wonderful . He is killing two birds with one stone.Sir , please turn right at the next corner . And stop at the taxi stand . ",joy
" Thanks , Ma'am . ",joy
 Sure . Just let us know before your lease expires . ,joy
You did an excellent job in this project . ,joy
 Thank you . It was a lot of hard work.But I'm glad I did it . ,joy
 It seems I find the right place . ,joy
" Yes , absolutely ! We have a very good reputation in the neighborhood . ",joy
 All right . See you tomorrow . ,joy
" Oh , why didn't you say so then ? But I still think we've made a good buy . ",other
 It's perfect ! It's a Dilbert tie ! ,joy
 A fly-away tie ! What a riot ! ,joy
 No problem . I'm gonna need you to turn off your engine and open the hood for me . ,joy
 Good . How much does it come to ? ,joy
 It's made in China . The quality is excellent . ,joy
 That's good . When can I go to see the house ? ,joy
 Are you kidding me ? ,other
 You can ’ t just throw me out on the street ! ,anger
 Thank you . The payment needs to be in the form of cash or a cashier ’ s check . ,joy
" Oh , sorry ! I forgot you get queasy with the sight of blood . I'll be right there . ",sadness
 Here's the receipt . ,joy
 Thank you so much . ,joy
 You're welcome . ,joy
Look ! It fits you perfectly . It looks great on you and has your name on it . ,joy
 That would work out great ! Why don't we call and get a reservation ? ,joy
 Of course ! Peking Duck is world-famous . I would love to try it . ,joy
 There we are ! It ’ s a lovely vase . ,joy
" Those flowers are lovely , too . ",joy
I am sorry to make you run down to the office for me . ,sadness
 No trouble . I enjoyed helping you . ,joy
 What ? Huh ? ,other
 Huh ? What ? ,other
 Thank you . Please bring us a bottle of dry white wine . ,joy
 Yikes ! Thanks for your interest in this job . We ’ ll be getting back to you . ,joy
Woo hoo ! This just might be the start of the rest of my life ! ,joy
 Sure . Let's buy it . ,joy
" Oh , I see it now . Thanks . ",joy
 No problem . ,joy
 Thank you . ,joy
" Of course , I ’ Ve enjoyed it very much . I ’ Ve met my old friends and made some new friends . ",joy
 I ’ m looking forward to seeing you again . Take care . ,joy
 The same to you . Keep in touch . ,joy
 OK . Thank you . ,joy
 Very good . I feel quite refreshed now ! You should come with me sometime - exercise is good for you ! ,joy
" Oh ok then , I ’ ll come and watch you ! ",joy
 That is good to know . Just think ! We've been worrying about this for weeks and just a short visit here and my mind is at ease . Thank you . ,joy
" Sure , and I'm glad to meet you . Thanks for your help . ",joy
 Thank you for you help . ,joy
" Well , there's nothing I can do about my height ! ",anger
 Certainly . Let's put the suitcase in the boot . ,joy
 Thank you . I've got just 50 minutes to go . Can we manage ? ,joy
 Thank you . Thank you very much . ,joy
Oh man ! I ’ Ve been starving myself for days now and I haven ’ t lost an ounce ! ,anger
 Yes ! You can also try to reduce your intake of carbohydrates and foods that are high in cholesterol . You can have steamed veggies or increase your protein intake found in chicken or fish . ,joy
" Good , I like it . ",joy
 It is extremely beautiful.This is the very thing I've been dreaming of.Please put in a gift box for me . ,joy
 That's fine . ,joy
 OK . ,joy
Hi ! I see you are having fun with your new computer and internet connection . ,joy
 Thanks . That would be very helpful . I ’ Ve discovered that it can take a long time to find exactly what you want . There ’ s too much information on the net . ,joy
" That ’ s good advice . I should also be careful about giving out confidential information about myself , such as my password and credit car number . ",joy
 That ’ s useful to know . Thanks . I ’ ll just log off and shout down my computer and we can go for a coffee . ,joy
Here comes the last course ! Shall I help you to the dish ? ,joy
 But I can't resist a good dinner . ,sadness
